"TietoLahde,C,254","Nimi,C,254","KoordYkPoh,N,9,1","KoordYkIta,N,9,1",,
"Metsähallitus","Pikkukivijärven autiotupa",7472349,3373090,"67.312404533","24.047761362"
"Metsähallitus","Tiurasenkrunni tupa",7274922,3399354,"65.553390246","24.817311425"
"Metsähallitus","Petkeljärvi metsänvartijan maja",6950769,3715194,"62.598705383","31.188126213"
"Metsähallitus","Litokairan porokämppä, autiotupa",7289668,3468427,"65.699756119","26.308934394"
"Metsähallitus","Litjo, Autiotupa",7293905,3463986,"65.737282858","26.211112025"
"Metsähallitus","Hoikkalampi autiotupa",7314425,3536055,"65.921327431","27.787866594"
"Metsähallitus","Jungfruskärin luontotupa/verstas",6684524,3171225,"60.139547612","21.074689555"
"Metsähallitus","Hiltusen autiotupa",7286005,3522089,"65.667725736","27.476499585"
"Metsähallitus","Saanajärvi päivätupa",7675928,3255623,"69.054920546","20.863805149"
"Metsähallitus","Kuohkimajärvi autio ja huoltotupa",7677781,3243492,"69.060305187","20.556889638"
"Metsähallitus","Raatejärvi autiotupa",7046332,3401782,"63.505047304","25.023893876"
"Metsähallitus","Lapinsuo autiotupa",7172797,3637810,"64.625087733","29.878051427"
"Metsähallitus","Soiperoinen päivätupa",7287594,3558741,"65.677399586","28.273913759"
"Metsähallitus","Patamaneva mökki",6901315,3266238,"62.144851497","22.511606688"
"Metsähallitus","Ylpiätupa päivätupa",7285224,3524301,"65.660563822","27.524448449"
"Metsähallitus","Piurukkajärvi kämppä",7141314,3399033,"64.355758347","24.906109246"
"Metsähallitus","Piurukkajärvi mökki 2",7141526,3398818,"64.357595107","24.901516791"
"Metsähallitus","Välitupa päivätupa",7284580,3526418,"65.654623169","27.570333529"
"Metsähallitus","Koiratupa päivätupa",7285780,3527515,"65.665293555","27.594417239"
"Metsähallitus","Kaunislampi, päivätupa",7298328,3522898,"65.778182098","27.496203007"
"Metsähallitus","Kuohkimajärvi varaustupa",7677822,3243513,"69.060690145","20.557304939"
"Metsähallitus","Liljeqvistin kämppä",7602206,3493374,"68.503687813","26.833836059"
"Metsähallitus","Harrilampi autiotupa",7622718,3564364,"68.680258574","28.581590387"
"Metsähallitus","Kultahamina autiotupa",7619279,3453975,"68.653006144","25.863219934"
"Metsähallitus","Patalampi niittymaja",6992462,3648840,"63.004950780","29.935129719"
"Metsähallitus","Soikkeli päärakennus",6995050,3648841,"63.028138380","29.937481776"
"Metsähallitus","Ylä-Murhi niittymaja",6995882,3647972,"63.035948035","29.921084781"
"Metsähallitus","Mäkrä maja",7000366,3643995,"63.077725566","29.846523781"
"Metsähallitus","Luontokeskus Ukko",7002310,3641844,"63.095993292","29.805691852"
"Metsähallitus","Siperian päivätupa",7361362,3485023,"66.343903648","26.661780279"
"Metsähallitus","Metsämuseo",6696210,3389181,"60.361815094","24.988760876"
"Metsähallitus","Korkealehto näkötorni",7457458,3356871,"67.171757102","23.690123890"
"Metsähallitus","Kämppäsaajo päivätupa",7461674,3359405,"67.210698008","23.743438066"
"Metsähallitus","Ollikainen kalamaja",7036496,3618380,"63.410856423","29.366480648"
"Metsähallitus","Kettutupa",7279020,3530869,"65.604369380","27.665771403"
"Metsähallitus","Selkälahden varaustupa",7660549,3535551,"69.024518263","27.885266992"
"Metsähallitus","Iijärven autiotupa / Taavetin kämppä",7714172,3538651,"69.504725214","27.984387615"
"Metsähallitus","Simon Möyly",7273705,3402657,"65.543493197","24.889642966"
"Metsähallitus","Kortejärvi luontotorni",6781895,3309699,"61.099844380","23.467503134"
"Metsähallitus","Oskari luontokeskus",6885007,3568612,"62.065087919","28.309026676"
"Metsähallitus","Peukalosuo niittysauna",7248819,3610807,"65.316285232","29.373697871"
"Metsähallitus","Vargis Kvicksund",7037357,3208480,"63.319125194","21.174027634"
"Metsähallitus","Kelvennetupa (Padasjoen satama)",6807190,3409050,"61.362328174","25.296380074"
"Metsähallitus","Tammisaaren luontokeskus Gnägget",6657017,3300895,"59.976970262","23.430122262"
"Metsähallitus","Konikarvo opastuskatos",7128285,3339106,"64.216143069","23.681559126"
"Metsähallitus","Pajuvaara autiotupa",7338998,3506051,"66.143662360","27.130197563"
"Metsähallitus","Myllykoski päivätupa/mylly",7354142,3608799,"66.260707716","29.417582891"
"Metsähallitus","Evokeskus",6788981,3398457,"61.196386229","25.108306000"
"Metsähallitus","Kaukolanharjun näkötorni",6744785,3327698,"60.775624036","23.833900572"
"Metsähallitus","Pielpajärvi päivätupa",7651985,3504736,"68.949996556","27.113819752"
"Metsähallitus","Keskirova autiotupa",7385462,3417411,"66.549316332","25.136869123"
"Metsähallitus","Petäjämäki hiihtomaja",7054810,3399166,"63.580321412","24.965980960"
"Metsähallitus","Suurijärvi kämppä",7042373,3408219,"63.471273620","25.155384814"
"Metsähallitus","Mustarinta autiotupa",7236550,3547920,"65.221462604","28.020611282"
"Metsähallitus","Iso-Saukkonen autiotupa",7017165,3422922,"63.248705300","25.462324368"
"Metsähallitus","Luontotorni",7067106,3308690,"63.653052312","23.132848681"
"Metsähallitus","Vihtasaari autiotupa",7085134,3454695,"63.863802921","26.075081519"
"Metsähallitus","Syväsalmi autiotupa",7045415,3410059,"63.499020703","25.190549319"
"Metsähallitus","Kinkeli Autiotupa",7209540,3553730,"64.978362282","28.134406298"
"Metsähallitus","Pietarinkoski mutterikämppä",7389139,3470882,"66.591971114","26.339547194"
"Metsähallitus","Päijännetalo Asikkalan Vääksyssä",6786349,3421364,"61.178053435","25.535246553"
"Metsähallitus","Ryläys näkötorni",6996644,3643080,"63.044736384","29.825205139"
"Metsähallitus","Mietoistenlahden luontotupa",6735439,3218840,"60.630219862","21.856621252"
"Metsähallitus","Mutkalampi autiotupa",7079153,3397183,"63.797982286","24.910052706"
"Metsähallitus","Matoharju tupa",7047261,3403863,"63.513946811","25.065096829"
"Metsähallitus","Räpättävä Autiotupa",7256251,3538657,"65.399352171","27.828170401"
"Metsähallitus","Toraslampi  Autiotupa",7288539,3529330,"65.689876765","27.634477392"
"Metsähallitus","Niesijärvi autiotupa",7359071,3468863,"66.322158914","26.301600429"
"Metsähallitus","Kiiskinen autiotupa",7023597,3369656,"63.290954395","24.397901613"
"Metsähallitus","Kiimaselän päivätupa",7439157,3505652,"67.041825006","27.125833306"
"Metsähallitus","Kuukkelin varaustupa",7444900,3500002,"67.093370921","26.996074337"
"Metsähallitus","Leimuukämppä autiotupa",6990335,3728991,"62.944321095","31.509749507"
"Metsähallitus","Kolovesi luontotupa",6888631,3600289,"62.090526415","28.916598884"
"Metsähallitus","Rukan asiakaspalvelupiste",7343238,3596606,"66.166977646","29.138178947"
"Metsähallitus","Sirenin päivätupa",7366914,3494128,"66.394000319","26.864782158"
"Metsähallitus","Pookin hiihtomaja",7162991,3475984,"64.564285849","26.495469136"
"Metsähallitus","Muurahaisen luontotupa",6902654,3253306,"62.148575604","22.262590020"
"Metsähallitus","Yölampi autiotupa",7045206,3406340,"63.496184387","25.116043443"
"Metsähallitus","Nestori Saimaan luontonäyttely",6863317,3599915,"61.863608774","28.895301730"
"Metsähallitus","Salmiaavan päivätupa",7433975,3502741,"66.995397728","27.058870334"
"Metsähallitus","Koirasalmi vanha keittokatos",7016935,3390566,"63.238231601","24.818902863"
"Metsähallitus","Iso-Holman tulentekopaikka",6691682,3361203,"60.312589666","24.485408766"
"Metsähallitus","Kuolavaara kota",7506497,3443947,"67.640291178","25.676033457"
"Metsähallitus","Kinkelikoski laavu",7208690,3556280,"64.970320072","28.188066224"
"Metsähallitus","Haapaniska laavu",7038145,3675111,"63.402336629","30.501882365"
"Metsähallitus","Änäkäinen tulentekopaikka läntinen",7055991,3653991,"63.571926045","30.097159749"
"Metsähallitus","Pitkäjärvi tulentekopaikka",7020679,3695979,"63.235179108","30.897286787"
"Metsähallitus","Näätälampi laavu",7310506,3462225,"65.885945688","26.167932111"
"Metsähallitus","Kirveslampi laavu",7303861,3478962,"65.827905161","26.535975710"
"Metsähallitus","Toivakkakoski laavu",7323223,3493774,"66.002183866","26.859062842"
"Metsähallitus","Isokankaanlampi tulentekopaikka",7331726,3485410,"66.078158336","26.673866016"
"Metsähallitus","Massilampi kota",7336006,3485929,"66.116564082","26.684855977"
"Metsähallitus","Saarilampi tulipaikka",7339909,3489075,"66.151691469","26.754122017"
"Metsähallitus","Saarilampi kota",7339917,3489068,"66.151762964","26.753966232"
"Metsähallitus","Tölhänlampi tulipaikka",7402214,3419703,"66.700065308","25.177426890"
"Metsähallitus","Keskipeurajärvi kota",7402942,3419533,"66.706545533","25.173096230"
"Metsähallitus","Keskipeurajärvi hirsikota",7402708,3418597,"66.704201107","25.152061371"
"Metsähallitus","Ovijänkä laavu",7497841,3462019,"67.565595371","26.104448429"
"Metsähallitus","Painopää kota",7525259,3543181,"67.810718228","28.020097838"
"Metsähallitus","Rautuoja tulipaikka",7580663,3533701,"68.308649284","27.812568297"
"Metsähallitus","Kotaköngäs tulipaikka",7577003,3531291,"68.276113597","27.753085363"
"Metsähallitus","Lankojärvi yläpään tulipaikka",7581494,3534151,"68.316045153","27.823741690"
"Metsähallitus","Lankojärvi tulipaikka itäpuoli",7580643,3534117,"68.308420507","27.822642273"
"Metsähallitus","Karunaslaavu tulipaikka",7582901,3535719,"68.328465672","27.862226203"
"Metsähallitus","Vellinsärpimä tulipaikka",7593790,3523547,"68.427349225","27.569446112"
"Metsähallitus","Sotavaaranoja tulipaikka",7586469,3539425,"68.359960528","27.953442958"
"Metsähallitus","Kotajärvi laavu",7590624,3545779,"68.396251789","28.109563753"
"Metsähallitus","Muorakanmutka tulipaikka",7585844,3551798,"68.352372194","28.253592755"
"Metsähallitus","Suomunköngäs  tulipaikka",7595405,3553759,"68.437702632","28.306115797"
"Metsähallitus","Oskarinjärvi tulentekopaikka",7597057,3553175,"68.452619811","28.292730992"
"Metsähallitus","Kiertämäoja tulentekopaikka",7595199,3557502,"68.435120045","28.397200389"
"Metsähallitus","Ylempi Kiertämäjärvi tulentekopaikka",7587919,3558951,"68.369574923","28.428388351"
"Metsähallitus","Alempi Kiertämäjärvi tulentekopaikka",7594251,3557439,"68.426636325","28.395142400"
"Metsähallitus","Kiertämäoja tulipaikka",7592308,3557174,"68.409275632","28.387622801"
"Metsähallitus","Kiertämäjoki tulipaikka",7588733,3557714,"68.377124806","28.398788117"
"Metsähallitus","Ylempi kiertämäjärvi tulipaikka",7588259,3558070,"68.372803879","28.407175840"
"Metsähallitus","Rautuvankka tulipaikka",7582417,3525141,"68.325256519","27.605551923"
"Metsähallitus","Puilakkalampi tulentekopaikka",7587875,3533544,"68.373319096","27.811063785"
"Metsähallitus","Syvälampi laavu",7255678,3623296,"65.373283777","29.647500348"
"Metsähallitus","Sotavaaranojansuu tulipaikka",7586596,3539278,"68.361119315","27.949920519"
"Metsähallitus","Kuotmuttijärvi tulipaikka",7588175,3546240,"68.374225206","28.119694151"
"Metsähallitus","Hammaskota tulipaikka",7563611,3553251,"68.152824958","28.277681779"
"Metsähallitus","Kirkaslampi kota",7188761,3525876,"64.795312954","27.540716549"
"Metsähallitus","Saarikangas kota",7189380,3526546,"64.800812831","27.554924416"
"Metsähallitus","Heiskasenluoma laavu",7085722,3588489,"63.860891414","28.796147884"
"Metsähallitus","Louhenkoski laavu",7185063,3642592,"64.732979614","29.989972585"
"Metsähallitus","Hiidenjärvi tulentekopaikka",7205996,3569178,"64.943742060","28.459765637"
"Metsähallitus","Sihosen laavu",7207533,3567590,"64.957848393","28.426918706"
"Metsähallitus","Ölkky laavu",7246250,3565243,"65.305466915","28.395365040"
"Metsähallitus","Salmitunturi, laavu",7298464,3552508,"65.775938038","28.142673055"
"Metsähallitus","Pyhitys laavu",7300112,3560365,"65.789336140","28.314921779"
"Metsähallitus","Marjalampi kota",7302288,3537736,"65.812298485","27.821285686"
"Metsähallitus","Someronsalmi laavu",7272074,3599130,"65.528440385","29.140331894"
"Metsähallitus","Puurasjärvi alapää nuotiokehikko",7732484,3497615,"69.671639707","26.934096492"
"Metsähallitus","Sujalan kammi nuotiokehikko",7726254,3494831,"69.615752875","26.862679546"
"Metsähallitus","Kirkaslampi polttopuus./kuivak.",7188755,3525907,"64.795256766","27.541367573"
"Metsähallitus","Saarijärvi tulentekopaikka (eteläinen)",7056942,3653111,"63.580825943","30.080392864"
"Metsähallitus","Ainijärvi laavu",7522393,3604061,"67.769683105","29.460202894"
"Metsähallitus","Haapaniska tulentekopaikka",7038131,3675126,"63.402203919","30.502166656"
"Metsähallitus","Venäjänhiekka tulentekopaikka",7061388,3564622,"63.647865598","28.300859503"
"Metsähallitus","Porkka tulentekopaikka",7083581,3606625,"63.836652376","29.163225539"
"Metsähallitus","Mäntylinna laavu",7082317,3606870,"63.825247153","29.167328418"
"Metsähallitus","Mäntylinna tulentekopaikka",7082326,3606884,"63.825323569","29.167618754"
"Metsähallitus","Peurakallio tulentekopaikka",7082421,3607089,"63.826112689","29.171844889"
"Metsähallitus","Mäntykapeikko tulentekopaikka",7082841,3607092,"63.829876709","29.172195883"
"Metsähallitus","Lehmilampi tulentekopaikka",7082113,3607749,"63.823149806","29.185026035"
"Metsähallitus","Uuronrotko parkkipaikka tulentekopaikka",7080984,3620637,"63.808839490","29.445648489"
"Metsähallitus","Alaniemen laavu",7359305,3616052,"66.304365544","29.583551963"
"Metsähallitus","Liittolammen laavu",7347514,3565225,"66.213355204","28.444903741"
"Metsähallitus","Pirttivesi  laavu",7068056,3382088,"63.693764882","24.612445372"
"Metsähallitus","Vähä-Valvatti tulentekopaikka",7033787,3383769,"63.387154282","24.671601411"
"Metsähallitus","Ruutana tulentekopaikka",7039907,3397068,"63.446109185","24.933451925"
"Metsähallitus","Sammakkoniemi tulentekopaikka",6889291,3579407,"62.101405832","28.517331455"
"Metsähallitus","Kuoston Kulma laavu tulipaikka",7151299,3504864,"64.460243637","27.097486455"
"Metsähallitus","Kuoston Säippä laavu tulipaikka",7150497,3508550,"64.452979339","27.174031852"
"Metsähallitus","GÅSHOLMENIN KÄYMÄLÄ",6660474,3206386,"59.951363083","21.739122371"
"Metsähallitus","Högland tulentekopaikka",6675488,3239608,"60.108014544","22.312554385"
"Metsähallitus","Boskär tulentekopaikka",6669359,3209176,"60.032759175","21.776305087"
"Metsähallitus","YXSKÄRIN KÄYMÄLÄ",6650664,3223193,"59.875274664","22.051843667"
"Metsähallitus","YXSKÄRIN TULENTEKOPAIKKA",6650701,3223251,"59.875644368","22.052826051"
"Metsähallitus","BERGHAMN TULENTEKOPAIKKA",6671966,3210455,"60.056965494","21.795478330"
"Metsähallitus","STORA HÄSTÖ KÄYMÄLÄ",6674158,3196141,"60.066204441","21.536421390"
"Metsähallitus","Stora Hästö tulentekopaikka",6674194,3196180,"60.066554974","21.537065192"
"Metsähallitus","Isosuo luontotorni",6801526,3263368,"61.250351122","22.586404243"
"Metsähallitus","Kärjenkallio lintutorni",6804451,3261982,"61.275679323","22.556961020"
"Metsähallitus","Vaajasalo tulentekopaikka",6901751,3599256,"62.208456527","28.904212805"
"Metsähallitus","Petraniemi grillikatos",6948378,3714661,"62.577619558","31.174769726"
"Metsähallitus","Elijoki laavu",7379540,3603118,"66.490197675","29.312165970"
"Metsähallitus","Soilun laavu",7350567,3570630,"66.239558611","28.566599915"
"Metsähallitus","Nuupasjoki laavu",7316126,3466263,"65.936796701","26.254999840"
"Metsähallitus","Viheri laavu",7298371,3410197,"65.766758843","25.036031315"
"Metsähallitus","Viheri käymalä",7298371,3410166,"65.766750153","25.035355139"
"Metsähallitus","Iso Kokkolampi laavu",7338934,3446570,"66.138588751","25.812948350"
"Metsähallitus","Permantokoski laavu",7345921,3444222,"66.200824417","25.757897657"
"Metsähallitus","Mäntysaari laavu",7340614,3497406,"66.158196988","26.938686383"
"Metsähallitus","Seitenahveninen laavu tulentekopaikka",7196661,3590461,"64.854976234","28.903786748"
"Metsähallitus","Monisaarinen laavu",7173167,3493233,"64.656353674","26.854765040"
"Metsähallitus","Monisaarisen laavu tulipaikka",7173173,3493235,"64.656407532","26.854806609"
"Metsähallitus","Pirttivesi  tulentekopaikka",7068018,3382078,"63.693420937","24.612272087"
"Metsähallitus","Heiskasenluoma laavu tulipaikka",7085723,3588484,"63.860901642","28.796046828"
"Metsähallitus","Kuivajärvi laituri",7046391,3403373,"63.506013310","25.055790009"
"Metsähallitus","Portinoja laavu",7277520,3535076,"65.590491202","27.756616540"
"Metsähallitus","Portinoja tulentekopaikka",7277524,3535077,"65.590526965","27.756639258"
"Metsähallitus","Perukka nuotiopaikka",7145677,3570668,"64.402574628","28.461853123"
"Metsähallitus","Alaniemen tulentekopaikka",7359302,3616057,"66.304336817","29.583660540"
"Metsähallitus","Riikinhovi polttopuuvarasto 2 osainen",7083959,3456341,"63.853473965","26.108886883"
"Metsähallitus","Riikinhovi tulentekopaikka",7083954,3456313,"63.853425609","26.108319129"
"Metsähallitus","Elijoki laavun tulipaikka",7379542,3603120,"66.490214932","29.312212507"
"Metsähallitus","Mutkalampi tulentekopaikka",7079151,3397185,"63.797964944","24.910094588"
"Metsähallitus","Mutkalampi  laavu",7079152,3397185,"63.797973909","24.910093924"
"Metsähallitus","Soilun laavun tulipaikka",7350564,3570636,"66.239530372","28.566731593"
"Metsähallitus","Perttumakoski laavu",7379698,3596680,"66.493682811","29.167821961"
"Metsähallitus","Perttumakosken tulipaikka",7379699,3596689,"66.493688973","29.168024728"
"Metsähallitus","Vasaoja tulipaikka",7374419,3597614,"66.446086215","29.184639706"
"Metsähallitus","Kuivajärvi kämppäpihan tulentekopaikka",7046405,3403355,"63.506133927","25.055420187"
"Metsähallitus","Peuronlampi laavu",7293919,3528967,"65.738156082","27.627748035"
"Metsähallitus","Siilastuvan alapuolinen tulentekopaikka",7353497,3609710,"66.254612011","29.437276965"
"Metsähallitus","Raivio savustuskatos",7059666,3381552,"63.618385360","24.607964369"
"Metsähallitus","Raivio tulentekopaikka",7059662,3381543,"63.618346488","24.607786086"
"Metsähallitus","Kaunislampi kota",7017397,3395033,"63.243707884","24.907421304"
"Metsähallitus","Koiralampi kota",6996378,3413227,"63.060084599","25.280521672"
"Metsähallitus","Töyrilampi tulipaikka Kivijärvi",6995091,3413206,"63.048538322","25.280787457"
"Metsähallitus","Kismanniemi laavu Kivijärvi",6997447,3412374,"63.069465033","25.263089954"
"Metsähallitus","Kismanniemi keittokatos Kivijärvi",6997534,3412446,"63.070262655","25.264467071"
"Metsähallitus","Pieni-Saukkonen tulentekopaikka",7017833,3423393,"63.254796992","25.471378913"
"Metsähallitus","Tunturijärven laavu  Ylläs",7499137,3379002,"67.554764501","24.156391048"
"Metsähallitus","Riutton laavu",6954421,3374465,"62.672628051","24.546270951"
"Metsähallitus","Pieni-Kiesin laavu",6956844,3379325,"62.695975623","24.639307121"
"Metsähallitus","Varislampi kaksoislaavu",6961828,3377760,"62.740135711","24.605151205"
