"TietoLahde,C,254","Nimi,C,254","KoordYkPoh,N,9,1","KoordYkIta,N,9,1"
"Metsähallitus","Valkialampi Kehrääjänpesä",6689543,3367505
"Metsähallitus","Vääräjärven telttailualue",6690983,3368766
"Metsähallitus","Linnalampi tulentekopaikka",6964790,3705282
"Metsähallitus","Iso- Juurikka laavun tulentekopaikka",7076328,3397416
"Metsähallitus","Levaneva lintutorni",6973392,3247215
"Metsähallitus","Levaneva laavu",6973367,3247238
"Metsähallitus","Poskeinen tulentekopaikka",7045848,3404968
"Metsähallitus","Korkatti uimarannan pukeutumissuoja 2",7122276,3428964
"Metsähallitus","Kuivajärvi tulentekopaikka",7046502,3403250
"Metsähallitus","Pähkänän vanhan laavun tulipaikka",7355243,3613531
"Metsähallitus","Taviselkä liiteri/käymälä",7471570,3598563
"Metsähallitus","Keänkin laavu 2",7503889,3383514
"Metsähallitus","Sainonkierros kuivakäymälä",7515120,3379070
"Metsähallitus","Saivonkierros kota",7515142,3379053
"Metsähallitus","Kirkonnurkan laavun tulentekopaikka",7371611,3609771
"Metsähallitus","Talviaikainen tulipaikka Runsuoja",7367543,3602247
"Metsähallitus","Savilammen kompostikäymälä",7372812,3596465
"Metsähallitus","Taivalkönkään telttailualuuen kompostikäymälä",7370363,3597901
"Metsähallitus","Taivalkönkään telttailualueen tulentekopaikka",7370347,3597926
"Metsähallitus","Karitunturin palov. käymälä",7341267,3558841
"Metsähallitus","Keittokatos",6870368,3606586
"Metsähallitus","Saanajärvi laavu",7675921,3255662
"Metsähallitus","Kieksiäsvuoma laavu",7463107,3358765
"Metsähallitus","Metsäpirtti kuivakäymälä",6994129,3647900
"Metsähallitus","Lakkanen kuivakäymälä",6993360,3648250
"Metsähallitus","Seppälä kuivakäymälä",6993883,3648556
"Metsähallitus","Pitkälampi kuivakäymälä",6995760,3647764
"Metsähallitus","Noukavaaran valvontatuvan tulentekopaikka",7353110,3571366
"Metsähallitus","Laavu",7066699,3308402
"Metsähallitus","Västerö vaellusreitti eteläinen P-paikka",7036062,3247969
"Metsähallitus","Punainen maja polttopuusuoja-kuivakäymälä",6995233,3649839
"Metsähallitus","Reposuo kuivakäymälä",7030011,3662752
"Metsähallitus","Laitosaari kuivakäymälä pohjoinen",6997319,3648495
"Metsähallitus","Laitosaari kuivakäymälä pohjoinen",6997021,3648440
"Metsähallitus","Laitosaari kuivakäymälä eteläinen",6996774,3648885
"Metsähallitus","Tahvo keittokatos",7560926,3565203
"Metsähallitus","Ylempi Vasaoja käymälä",7520864,3558654
"Metsähallitus","Pärnälahti Kelomaja polttopuusuoja - kuivakäymälä",6995246,3649674
"Metsähallitus","Majavasokka käymälä",7514600,3555816
"Metsähallitus","Aartoniva",7507229,3566700
"Metsähallitus","Aartoniva käymälä",7507252,3566696
"Metsähallitus","Ylä-Murhi kuivakäymälä",6995914,3647964
"Metsähallitus","Ala-Murhi kuivakäymälä",6996002,3648248
"Metsähallitus","Havukankorpi kuivakäymälä",6998464,3645591
"Metsähallitus","Likolahti käymälä",7001656,3643231
"Metsähallitus","Likolahti tulentekopaikka 2",7001937,3643275
"Metsähallitus","Vaaralanaho kuivakäymälä naiset",7003263,3641392
"Metsähallitus","Turula kuivakäymälä",7003000,3641049
"Metsähallitus","Olila kuivakäymälä",7003264,3640996
"Metsähallitus","Paskovaara tulentekopaikka",7000802,3642229
"Metsähallitus","Ikolanaho kuivakäymälä",6999981,3643165
"Metsähallitus","Myllypuro kuivakäymälä",6998014,3643479
"Metsähallitus","Iso-Melkuttimen laavu 1",6739862,3341248
"Metsähallitus","Iso-Melkuttimen laavu 2",6739850,3341248
"Metsähallitus","Iso-Melkuttimen tulentekopaikka",6739856,3341248
"Metsähallitus","Iso-Melkuttimen kuivakäymälä-varasto",6739835,3341295
"Metsähallitus","Kultahamina telttailualue",7619383,3454004
"Metsähallitus","Kapsuoja telttailualue",7619060,3452722
"Metsähallitus","Morgamoja telttailualue",7621254,3450598
"Metsähallitus","Mattit Ravadas telttailualue",7625641,3453375
"Metsähallitus","Ravadasniemi telttailualue",7624742,3456068
"Metsähallitus","Ravadasjärvi telttailualue",7623091,3458426
"Metsähallitus","Härkäkoski telttailualue",7624536,3459393
"Metsähallitus","Härkäjärvi telttailualue",7626005,3461052
"Metsähallitus","Seärikniva telttailualue",7627037,3462675
"Metsähallitus","Seärikniva telttailualue",7627155,3462585
"Metsähallitus","Risö Rövarskäret fågeltorn",7006005,3231182
"Metsähallitus","Risö Rövarskäret grillplats",7006052,3231155
"Metsähallitus","Risö Rövarskäret utetupp",7006084,3231216
"Metsähallitus","Luoston uimaranta",7450638,3497202
"Metsähallitus","Iso-Herajärvi kuivakäymälä",7380190,3487819
"Metsähallitus","Iso-Korppi kuivakäymälä",7003566,3645798
"Metsähallitus","Pieni-Korppi kuivakäymälä",7004049,3645419
"Metsähallitus","Pohjoinen Hiekkasaari tulentekopaikka",7006812,3643962
"Metsähallitus","Romonsaari kuivakäymälä",7008789,3645648
"Metsähallitus","Eteläinen Hiekkasaari kuivakäymälä",7006398,3643995
"Metsähallitus","Valtimo kota",7196295,3457492
"Metsähallitus","Patalikko laavu",7199214,3461485
"Metsähallitus","Kuurimaa kuyivakäymälä",7197412,3466241
"Metsähallitus","Käymälä",6902459,3284701
"Metsähallitus","Kaarnaniemi laivalaituri",6856609,3621613
"Metsähallitus","Esittelykota",7174549,3550595
"Metsähallitus","Sainkivalon laavu",7361853,3484078
"Metsähallitus","Hyypiön laavu",7358731,3487037
"Metsähallitus","Hietaperä laavu",7363210,3487847
"Metsähallitus","Alajärvi käymälä",7370948,3486455
"Metsähallitus","Juhannuskallio laavu",7363732,3494370
"Metsähallitus","Laavu",7091626,3371067
"Metsähallitus","Valtimo polttopuusuoja",7196285,3457463
"Metsähallitus","Hietaperä tulentekopaikka",7363186,3487828
"Metsähallitus","Hietaperä käymälä-liiteri",7363188,3487813
"Metsähallitus","Siperian huoltorakennus",7361383,3485023
"Metsähallitus","Siperian tulentekopaikka",7361384,3485035
"Metsähallitus","Sainkivalo käymälä-liiteri",7361879,3484107
"Metsähallitus","Hyypiö käymälä",7358680,3487099
"Metsähallitus","Hopianulkki näkötorni",7366505,3495599
"Metsähallitus","Pyylinoja laavu",6908877,3590699
"Metsähallitus","Kärjennkallio luontolava",6804747,3262142
"Metsähallitus","Yli-Penikka laavu",7311424,3412669
"Metsähallitus","Telttailualue",6800847,3261949
"Metsähallitus","Alajärvi laavu",7370925,3486458
"Metsähallitus","Räpättävä laavu",7256251,3538656
"Metsähallitus","Pehessalo keittokatos",6895729,3590294
"Metsähallitus","Kolima liiterikäymälä Iso-Lihasaari",7025314,3434002
"Metsähallitus","Juhannuskallio näkötorni",7363749,3494355
"Metsähallitus","Juhannuskallio liiteri-käymälä",7363730,3494383
"Metsähallitus","Porkkaoja liiteri-käymälä",7365359,3496588
"Metsähallitus","Sirenin kämpän liiteri-käymälä",7366904,3494120
"Metsähallitus","Sirenin kämppä ulkotulipaikka",7366920,3494120
"Metsähallitus","Kaihuavaara tulentekopaikka",7365356,3493312
"Metsähallitus","Koijärvi lintutorni",6767430,3323331
"Metsähallitus","Jokijärvi varasto/puuceerakennelma",6790718,3359644
"Metsähallitus","Jokijärvi varasto/puuceerakennelma",6790716,3359595
"Metsähallitus","Harjujärvi telttailualue",6865058,3448044
"Metsähallitus","Torronsuo Katavasaaren tulentekopaikka",6739417,3317075
"Metsähallitus","Kaislaranta käymälä Kolima",7024597,3432604
"Metsähallitus","Lylysaari käymälävarasto Kolima",7025170,3431572
"Metsähallitus","Kirkkosalmi tulentekopaikka",7213614,3393892
"Metsähallitus","Helsingin metsänhoitajat ry, varastokäymälä",6690687,3362319
"Metsähallitus","Järvenkari liiteri-käymälä",6684965,3511113
"Metsähallitus","Lompolojärven kodan kuivakäymälä",7466909,3360033
"Metsähallitus","Kieksiäsvuoma Kuivakäymälä",7463436,3358997
"Metsähallitus","Kämppäsaajo kuivakäymälä",7461676,3359383
"Metsähallitus","Korkealehto kota",7457556,3356921
"Metsähallitus","Korkealehto polttopuusuoa WC",7457545,3356935
"Metsähallitus","Heinisuo puucee",6757603,3357303
"Metsähallitus","Rajapää autiotupa wc",7710476,3589920
"Metsähallitus","Äälisjärvi valvontatupa wc",7706091,3580433
"Metsähallitus","Ryhmänjärvi käymälä",7091631,3371063
"Metsähallitus","Sotkajärvi telttailualue",7628378,3465005
"Metsähallitus","Likolahti tulentekopaikka",7001706,3643273
"Metsähallitus","Porkkaoja tulentekopaikka",7365356,3496596
"Metsähallitus","Käkövesi, polttopuusuoja-käymälä",6898525,3599769
"Metsähallitus","Lintupirtti Kuivakäymälä",7341791,3439363
"Metsähallitus","Hömmönkoski 2 liiteri-käymälä",7301233,3422617
"Metsähallitus","Hömmönkoski 2 laavu",7301227,3422633
"Metsähallitus","Valvatti polttopuusuoja kuivakäymälä",7032382,3382281
"Metsähallitus","Rääpysjärvi, tutipaikka",7288266,3558606
"Metsähallitus","Renusaari laavu",6847542,3392799
"Metsähallitus","Vahterjärvi laavu",6845378,3394890
"Metsähallitus","Vahterjärvi liiteri-kuivakäymälä",6845382,3394914
"Metsähallitus","Sortovaara tulentekopaikka",7392592,3459736
"Metsähallitus","Valtimo tulentekopaikka",7196307,3457469
"Metsähallitus","Tahvola laavu",7196424,3459855
"Metsähallitus","Tulentekopaikka",7242855,3416834
"Metsähallitus","Siikaneva vc",6861089,3350143
"Metsähallitus","Tuppilampi kuivakäymälä",7331630,3514440
"Metsähallitus","Karjalankallio laavu",6858831,3623058
"Metsähallitus","Limalampi laavu",7018338,3385937
"Metsähallitus","Härkälammin tulipaikka",7019460,3384910
"Metsähallitus","Muurahaislampi telttailualue",7630383,3467917
"Metsähallitus","Kämppäsaajo ulkotulipaikka",7461681,3359400
"Metsähallitus","Olostunturi yläladun Laavu",7540199,3365961
"Metsähallitus","Saunakosken tulenteko paikka puolikota",7729834,3567702
"Metsähallitus","Saunakoski tulenteko paikka Ekopiste",7729850,3567721
"Metsähallitus","Lakkanen tulentekopaikka",6993431,3648284
"Metsähallitus","Porosaari tulentekopaikka",7329370,3508923
"Metsähallitus","Pyydysniemi nuotiopaikka",6944101,3478305
"Metsähallitus","Valkmusa Moronvuori käymälä-polttopuusuoja",6717178,3486908
"Metsähallitus","Valkmusa Moronvuori tulentekopaikka",6717199,3486921
"Metsähallitus","Myllypuro tulentekopaikka",6998040,3643472
"Metsähallitus","Huhtiniemi tulentekopaikka",6903001,3594789
"Metsähallitus","Ryynänen tulentekopaikka",7004155,3640323
"Metsähallitus","Ikolanaho tulentekopaikka",6999990,3643141
"Metsähallitus","Hiidenportinkoski tulentekopaikka",7079085,3638795
"Metsähallitus","Pitkälampi tulentekopaikka",6995739,3647801
"Metsähallitus","Ylä-Murhi tulentekopaikka",6995872,3647986
"Metsähallitus","Havukankorpi tulentekopaikka",6998400,3645592
"Metsähallitus","Paskovaara kuivakäymälä",7000819,3642227
"Metsähallitus","Hakolampi P-paikka",7063808,3397631
"Metsähallitus","Rummakkolampi keittokatos",6901142,3425006
"Metsähallitus","Rummakkolampi tulipaikka",6901143,3425006
"Metsähallitus","Liimanninkoski laavu",7183919,3459370
"Metsähallitus","Liimanninkoski huussi",7183954,3459375
"Metsähallitus","Tahvola huussi",7196466,3459861
"Metsähallitus","Ministerin tulentekopaikka",7002349,3641928
"Metsähallitus","Ukko-Koli savusaunan tulentekopaikka",7002504,3641776
"Metsähallitus","Eteläinen Hiekkasaari tulentekopaikka",7006417,3644009
"Metsähallitus","Pieni-Korppi tulentekopaikka",7004035,3645414
"Metsähallitus","Alamaja tulentekopaikka",7004014,3641928
"Metsähallitus","Mattila kuivakäymälä",7003615,3641051
"Metsähallitus","Turula tulentekopaikka",7003063,3641110
"Metsähallitus","Karjalankallio polttopuusuoja kuivakäymälä",6858837,3623005
"Metsähallitus","Lammasharju kuivakäymälä",6856223,3621610
"Metsähallitus","Rönnskär lintutorni",6650018,3354197
"Metsähallitus","Palovartijan sauna nuotiokehä",6853821,3624173
"Metsähallitus","Kattilan uusi käymälä",6693122,3361708
"Metsähallitus","Kattilan uusi tulipaikka",6693103,3361735
"Metsähallitus","Iso-Korppi tulentekopaikka",7003582,3645790
"Metsähallitus","Laitosaari tulentekopaikka pohjoinen",6997003,3648468
"Metsähallitus","Laitosaari tulentekopaikka eteläinen",6996786,3648855
"Metsähallitus","Lammasharju tulentekopaikka",6856163,3621596
"Metsähallitus","Vaaralanaho kuivakäymälä miehet",7003262,3641392
"Metsähallitus","Vaaralanaho tulentekopaikka",7003286,3641416
"Metsähallitus","Pallasjärvi alaniitty kuivakäymälä",7551296,3381736
"Metsähallitus","Saari-Soljanen käymälä 2",6871147,3314559
"Metsähallitus","Saari-Soljanen keittokatos",6871145,3314629
"Metsähallitus","Hirvisaari polttopuusuoja - kuivakäymälä",6896292,3572036
"Metsähallitus","Hirvisaari tulentekopaikka",6896325,3571992
"Metsähallitus","Saari-Soljanen tulentekopaikka",6871148,3314649
"Metsähallitus","Pieni Lappi polttopuusuoja kuivakäymälä",6890503,3572050
"Metsähallitus","Pieni Lappi tulentekopaikka",6890510,3572022
"Metsähallitus","Myhkyrä polttopuusuoja - kuivakäymälä",6896573,3571305
"Metsähallitus","Rastilammen kota",7331052,3608185
"Metsähallitus","Ylä Juurikkavaara laavu",7276373,3564752
"Metsähallitus","Iso Matovaara laavu",7279504,3565653
"Metsähallitus","Välivaara laavu",7281760,3574316
"Metsähallitus","Tiaissärkkä tulentekopaikka",6987536,3622534
"Metsähallitus","Rykiniemi tulentekopaikka",6992951,3651340
"Metsähallitus","Helvetinkolu kalliokiipeilypaikka",6887053,3334646
"Metsähallitus","Kotalaavu Harjuntakanen",7043601,3406871
"Metsähallitus","Käymälä Harjuntakanen",7043624,3406876
"Metsähallitus","Luirojärvi tulipaikka",7569776,3542579
"Metsähallitus","Tuntsa käymälä",7501374,3618313
"Metsähallitus","Kuntivaara kota",7342020,3627075
"Metsähallitus","Kuntivaara wc",7342007,3627052
"Metsähallitus","Kuninkaanlähde käymälä",6860311,3264897
"Metsähallitus","Kuninkaanlähde puolikota",6860209,3264901
"Metsähallitus","Jättikodankulma käymälä 1",6860208,3270403
"Metsähallitus","Leirikoululaavu",6858674,3277681
"Metsähallitus","Koivistonharju käymälä 2",6858657,3277806
"Metsähallitus","Turula telttailualue",7003048,3641102
"Metsähallitus","Myllypuro telttailualue",6998037,3643497
"Metsähallitus","Ylä-Murhi telttailualue",6995867,3647978
"Metsähallitus","Lakkala telttailualue",6993412,3648297
"Metsähallitus","Hytermä puucee",6868906,3625492
"Metsähallitus","Moitakuru ulkotulipaikka",7599110,3523494
"Metsähallitus","Haukkalammen uusi käymälä",6691266,3362797
"Metsähallitus","Vaattunkiköngäs vesillelaskupaikka",7389440,3460900
"Metsähallitus","Vaattunkijoki vesillelaskupaikka",7391512,3462620
"Metsähallitus","Jaaran kota laituri",7389125,3460844
"Metsähallitus","Jaaran kota kuivakäymälä",7389137,3460905
"Metsähallitus","Jaaran kota tulentekopaikka 2",7389154,3460876
"Metsähallitus","Jaaran kota tulentekopaikka 1",7389152,3460887
"Metsähallitus","Tevänninjärvi nuotiopaikka",6807828,3399884
"Metsähallitus","Hiidenportinkoski käymälä",7079051,3638820
"Metsähallitus","Lieviskänjoki tulentekopaikka",6826651,3596593
"Metsähallitus","Lieviskänjoki laavu",6826655,3596591
"Metsähallitus","Lieviskänjoki kuivakäymälä",6826678,3596577
"Metsähallitus","Huuhinsaari polttopuusuoja kuivakäymälä",6900034,3570624
"Metsähallitus","Paavalinsaari polttopuusuoja kuivakäymälä",6897446,3568206
"Metsähallitus","Harronsaari polttopuusuoja kuivakäymälä",6902401,3560424
"Metsähallitus","Eksyssuo Alpo Jaakola puucee",6746363,3289059
"Metsähallitus","Jehkuljohka, kammi",7745337,3479081
"Metsähallitus","Linkinjohka, kammi",7743783,3484078
"Metsähallitus","Paukanevan lintutorni",6976460,3290358
"Metsähallitus","Rykiniemi telttailualue",6992971,3651325
"Metsähallitus","Karjalansaari telttailualue",6916951,3591557
"Metsähallitus","Akmeelinkumpu",7558225,3520341
"Metsähallitus","Savajärvi kuivakäymälä",6890041,3293864
"Metsähallitus","Savajärvi tulentekopaikka",6890083,3293864
"Metsähallitus","Pitkäniemi telttailualue",7621585,3457236
"Metsähallitus","Morgamniva telttailualue",7620265,3455538
"Metsähallitus","Kutujärvi kuivakäymälä",7512869,3382047
"Metsähallitus","Öjen taukopaikka",7007981,3224488
"Metsähallitus","Mustalahti laavu",6809415,3217384
"Metsähallitus","Kiitteenranta kota",7188650,3605384
"Metsähallitus","Kiittenranta veneluiska",7188673,3605415
"Metsähallitus","Kiitteenranta kuivakäymälä",7188618,3605415
"Metsähallitus","Björgstetin tukikohta",7595787,3515805
"Metsähallitus","Hannukuru sauna kuivakäymälä",7573633,3373626
"Metsähallitus","Esittelykodan käymälä",7174590,3550606
"Metsähallitus","Kota",6902488,3284683
"Metsähallitus","Lindholmin kota",7589428,3518188
"Metsähallitus","Kakslauttasen koravaljakkoyrittäjän kota",7578766,3514487
"Metsähallitus","Kakslauttasen koiravaljakkoyrittäjän kota",7577886,3514886
"Metsähallitus","Hannukurun varaustuvan kuivakäymälä",7573434,3373606
"Metsähallitus","Mäntysalon kämppa nuotiokehä",6911317,3592127
"Metsähallitus","Puntsijärvi laavu",7650570,3504013
"Metsähallitus","Puntsijärvi kuivakäymälä",7650582,3504008
"Metsähallitus","Ahosaari laavu",7049195,3385742
"Metsähallitus","Ahosaari laavun tulentekopaikka",7049199,3385739
"Metsähallitus","Ahosaari käymälä",7049194,3385760
"Metsähallitus","Bodö helikopterilaskupaikka",6655761,3206728
"Metsähallitus","Kota",6665311,3279367
"Metsähallitus","Kourajärven kota",6902798,3283643
"Metsähallitus","Puuvaja/käymälä",6902755,3284579
"Metsähallitus","Kortejärvi nuotiopaikka",6781790,3309780
"Metsähallitus","Neitisaari tulentekopaikka",7036042,3673841
"Metsähallitus","Rihtniemi lintutorni",6788681,3192830
"Metsähallitus","Koirasalmi tulentekopaikka",7016695,3390801
"Metsähallitus","Hohonjoki uimakoppi",6903986,3461849
"Metsähallitus","Hohonjoki käymälä",6903979,3461831
"Metsähallitus","Birskär tulentekopaikka",6673894,3198866
"Metsähallitus","Öllöri käymälä",7226619,3632945
"Metsähallitus","Langinkoski yleisökäymälä",6708729,3493969
"Metsähallitus","Tulentekopaikka",6667419,3240324
"Metsähallitus","Sandvik tulentekopaikka",6657839,3239473
"Metsähallitus","kärjenkallio inva käymälä",6804962,3262427
"Metsähallitus","Stora Krokö laituri",6651873,3250663
"Metsähallitus","Pallaskota kuivakäymälä",7553618,3378249
"Metsähallitus","Kesänkijärvi kuivakäymälä",7503898,3383526
"Metsähallitus","Hakunti uimarannan tulentekopaikka",7105371,3323333
"Metsähallitus","Hakunti uimakoppi",7105391,3323367
"Metsähallitus","jungfruskärin teletvan käymälä",6683932,3171244
"Metsähallitus","Uusi kuivakäymälä",6667439,3411765
"Metsähallitus","Söderskär luotsisaari puusee",6667301,3411468
"Metsähallitus","Ryläys kuivakäymälä",6996615,3642999
